"고유번호","환승시작역","환승시작 코드","환승시작 호선","하차 열차 방면","하차위치(호차)","하차위치(문)","환승종료역","환승 열차 방면","환승 승차위치(호차)","환승 승차위치(문)","소요시간"
999,석남,"3213",인천2,가정중앙시장 방면,"2","3","3762",산곡 방면,"1","4","05:45"
1000,석남,"3213",인천2,서부여성회관 방면,"1","1","3762",산곡 방면,"2","4","05:26"
1001,주안,"3218",인천2,시민공원 방면,"1","1","1823",도화 방면,"10","1","03:51"
1002,주안,"3218",인천2,시민공원 방면,"1","1","1816",간석 방면,"1","4","04:11"
1003,주안,"3218",인천2,주안국가산단 방면,"2","3","1816",간석 방면,"1","4","04:06"
1004,주안,"3218",인천2,주안국가산단 방면,"2","3","1823",도화 방면,"10","1","03:45"
1005,인천시청,"3221",인천2,석천사거리 방면,"1","1","3123",간석오거리 방면,"1","1","04:06"
1006,인천시청,"3221",인천2,석바위시장 방면,"2","2","3125",예술회관 방면,"8","2","04:17"
1007,인천시청,"3221",인천2,석천사거리 방면,"1","1","3125",예술회관 방면,"8","2","04:00"
1008,인천시청,"3221",인천2,석바위시장 방면,"2","2","3123",간석오거리 방면,"1","1","04:14"
1009,부평구청,"3118",인천선,부평시장 방면,"1","1","3762",산곡 방면,"6","3","02:23"
1010,부평구청,"3118",인천선,갈산 방면,"8","4","3762",산곡 방면,"4","3","02:17"
1011,부평구청,"3118",인천선,부평시장 방면,"1","1","3760",굴포천 방면,"2","2","01:58"
1012,부평구청,"3118",인천선,갈산 방면,"8","4","3760",굴포천 방면,"7","1","02:16"
1013,부평,"3120",인천선,동수 방면,"1","4","1815",부개 방면,"7","3","07:20"
1014,부평,"3120",인천선,동수 방면,"1","4","1807",백운 방면,"7","3","07:22"
1015,부평,"3120",인천선,부평시장 방면,"1","1","1815",부개 방면,"7","3","07:17"
1016,부평,"3120",인천선,부평시장 방면,"5","1","1807",백운 방면,"7","3","07:20"
1017,인천시청,"3124",인천선,예술회관 방면,"1","1","3220",석바위시장 방면,"1","1","04:17"
1018,인천시청,"3124",인천선,간석오거리 방면,"8","2","3220",석바위시장 방면,"1","1","04:14"
1019,인천시청,"3124",인천선,간석오거리 방면,"8","2","3222",석천사거리 방면,"2","2","04:06"
1020,인천시청,"3124",인천선,예술회관 방면,"1","1","3222",석천사거리 방면,"2","2","04:00"
1021,원인재,"3130",인천선,신연수 방면,"7","3","1883",남동인더스파크 방면,"4","3","05:30"
1022,원인재,"3130",인천선,신연수 방면,"7","3","1885",연수 방면,"5","2","05:30"
1023,원인재,"3130",인천선,동춘 방면,"7","3","1885",연수 방면,"5","2","05:07"
1024,원인재,"3130",인천선,동춘 방면,"7","3","1883",남동인더스파크 방면,"4","3","05:07"
