"고유번호","환승시작역","환승시작 코드","환승시작 호선","하차 열차 방면","하차위치(호차)","하차위치(문)","환승종료역","환승 열차 방면","환승 승차위치(호차)","환승 승차위치(문)","소요시간"
310,총신대입구,"0432","4",동작 방면,"10","3","2737",내방 방면,"8","4","05:17"
311,총신대입구,"0432","4",동작 방면,"10","3","2739",남성 방면,"2","2","03:44"
312,총신대입구,"0432","4",사당 방면,"1","1","2739",남성 방면,"2","2","03:48"
313,총신대입구,"0432","4",사당 방면,"1","1","2737",내방 방면,"8","4","05:24"
314,사당,"0433","4",총신대입구 방면,"10","4","0225",방배 방면,"5","3","03:24"
315,사당,"0433","4",총신대입구 방면,"4","2","0227",낙성대 방면,"6","3","01:55"
316,사당,"0433","4",남태령 방면,"1","1","0225",방배 방면,"5","3","03:22"
317,사당,"0433","4",남태령 방면,"7","3","0227",낙성대 방면,"6","3","01:51"
318,금정,"1458","4",범계 방면,"7","3","1709",군포 방면,"7","3","01:53"
319,금정,"1458","4",산본 방면,"4","2","1707",명학 방면,"4","2","01:54"
320,금정,"1458","4",산본 방면,"4","2","1709",군포 방면,"7","3","00:03"
321,금정,"1458","4",범계 방면,"7","3","1707",명학 방면,"4","2","00:03"
322,한대앞,"1755","4",중앙 방면,"5","2","1831",중앙 방면,"6","2","00:30"
323,한대앞,"1755","4",상록수 방면,"6","2","1831",중앙 방면,"6","2","00:57"
324,한대앞,"1755","4",중앙 방면,"5","2","1831",중앙 방면,"5","1","00:30"
325,한대앞,"1755","4",상록수 방면,"6","2","1877",사리 방면,"5","2","00:30"
326,한대앞,"1755","4",중앙 방면,"5","2","1877",사리 방면,"5","2","00:57"
327,중앙,"1756","4",고잔 방면,"4","4","1830",한대앞 방면,"4","4","01:40"
328,중앙,"1756","4",고잔 방면,"4","4","1832",고잔 방면,"7","1","00:30"
329,중앙,"1756","4",고잔 방면,"4","4","1832",고잔 방면,"6","4","00:30"
330,중앙,"1756","4",한대앞 방면,"7","1","1832",고잔 방면,"7","1","01:40"
331,중앙,"1756","4",한대앞 방면,"7","1","1830",한대앞 방면,"4","4","00:30"
332,고잔,"1757","4",중앙 방면,"6","4","1831",중앙 방면,"5","1","00:30"
333,고잔,"1757","4",중앙 방면,"6","4","1831",중앙 방면,"6","2","00:30"
334,고잔,"1757","4",초지 방면,"5","1","1833",초지 방면,"6","4","00:30"
335,고잔,"1757","4",초지 방면,"5","1","1833",초지 방면,"4","3","00:30"
336,고잔,"1757","4",중앙 방면,"6","4","1833",초지 방면,"6","4","01:54"
337,고잔,"1757","4",초지 방면,"5","1","1831",중앙 방면,"5","1","01:54"
338,초지,"1758","4",안산 방면,"10","4","4814",시우 방면,"4","4","07:31"
339,초지,"1758","4",안산 방면,"10","4","4812",선부 방면,"1","4","07:18"
340,초지,"1758","4",고잔 방면,"1","1","4812",선부 방면,"1","4","07:20"
341,초지,"1758","4",고잔 방면,"1","1","4814",시우 방면,"4","4","07:39"
342,안산,"1759","4",신길온천 방면,"4","3","1835",신길온천 방면,"7","2","00:30"
343,안산,"1759","4",신길온천 방면,"4","3","1833",초지 방면,"4","3","01:41"
344,안산,"1759","4",초지 방면,"7","2","1833",초지 방면,"6","4","00:30"
345,안산,"1759","4",신길온천 방면,"4","3","1835",신길온천 방면,"5","1","00:30"
346,안산,"1759","4",초지 방면,"7","2","1833",초지 방면,"4","3","00:30"
347,안산,"1759","4",초지 방면,"7","2","1835",신길온천 방면,"7","2","01:41"
348,신길온천,"1760","4",안산 방면,"7","1","1834",안산 방면,"4","4","00:30"
349,신길온천,"1760","4",정왕 방면,"4","4","1834",안산 방면,"4","4","01:42"
350,신길온천,"1760","4",안산 방면,"7","1","1836",정왕 방면,"7","1","01:42"
351,신길온천,"1760","4",정왕 방면,"4","4","1836",정왕 방면,"9","1","00:30"
352,신길온천,"1760","4",정왕 방면,"4","4","1836",정왕 방면,"7","1","00:30"
353,신길온천,"1760","4",안산 방면,"7","1","1834",안산 방면,"1","1","00:30"
354,정왕,"1761","4",오이도 방면,"5","1","1800",오이도 방면,"6","4","00:30"
355,정왕,"1761","4",신길온천 방면,"6","4","1835",신길온천 방면,"7","2","00:30"
356,정왕,"1761","4",신길온천 방면,"6","4","1800",오이도 방면,"6","4","02:12"
357,정왕,"1761","4",오이도 방면,"5","1","1835",신길온천 방면,"5","1","02:12"
358,정왕,"1761","4",신길온천 방면,"6","4","1835",신길온천 방면,"5","1","00:30"
359,김포공항,"2513","5",개화산 방면,"7","3","4101",개화 방면,"5","1","05:28"
360,김포공항,"2513","5",개화산 방면,"7","3","4103",공항시장 방면,"2","4","03:33"
361,김포공항,"2513","5",송정 방면,"1","4","4103",공항시장 방면,"2","4","03:56"
362,김포공항,"2513","5",송정 방면,"1","4","4101",개화 방면,"6","4","05:35"
363,김포공항,"2513","5",송정 방면,"1","4","4206",마곡나루 방면,"4","1","03:56"
364,김포공항,"2513","5",개화산 방면,"7","3","4208",계양 방면,"4","1","05:28"
365,김포공항,"2513","5",개화산 방면,"7","3","4206",마곡나루 방면,"4","1","03:59"
366,김포공항,"2513","5",송정 방면,"1","4","4208",계양 방면,"6","4","05:35"
367,김포공항,"2513","5",개화산 방면,"7","3","4928",고촌 방면,"2","2","05:08"
368,김포공항,"2513","5",송정 방면,"1","4","4928",고촌 방면,"2","2","08:45"
369,김포공항,"2513","5",개화산 방면,"7","3","104C",능곡 방면,"4","2","03:33"
370,김포공항,"2513","5",송정 방면,"1","4","104C",능곡 방면,"4","2","03:00"
371,김포공항,"2513","5",개화산 방면,"7","3","1981",원종 방면,"3","3","03:33"
372,김포공항,"2513","5",송정 방면,"1","4","1981",원종 방면,"3","3","03:00"
373,까치산,"2519","5",신정 방면,"7","4","0249",신정네거리 방면,"6","4","00:23"
374,까치산,"2519","5",화곡 방면,"1","1","0249",신정네거리 방면,"6","4","02:04"
375,영등포구청,"2524","5",양평 방면,"7","2","0237",당산 방면,"2","3","05:21"
376,영등포구청,"2524","5",양평 방면,"7","2","0235",문래 방면,"7","4","03:50"
377,영등포구청,"2524","5",영등포시장 방면,"2","3","0237",당산 방면,"2","3","05:49"
378,영등포구청,"2524","5",영등포시장 방면,"2","3","0235",문래 방면,"7","4","04:07"
379,신길,"2526","5",여의도 방면,"2","1","1006",영등포 방면,"9","1","06:50"
380,신길,"2526","5",여의도 방면,"2","1","1005",대방 방면,"2","4","07:05"
381,신길,"2526","5",영등포시장 방면,"7","3","1005",대방 방면,"2","4","07:18"
382,신길,"2526","5",영등포시장 방면,"7","3","1006",영등포 방면,"9","1","07:07"
383,여의도,"2527","5",신길 방면,"6","1","4114",국회의사당 방면,"4","3","01:58"
384,여의도,"2527","5",여의나루 방면,"6","1","4116",샛강 방면,"3","4","01:59"
385,여의도,"2527","5",여의나루 방면,"3","4","4114",국회의사당 방면,"4","3","02:01"
386,여의도,"2527","5",신길 방면,"3","4","4116",샛강 방면,"3","4","01:56"
387,공덕,"2530","5",마포 방면,"1","1","2628",효창공원앞 방면,"1","1","02:25"
388,공덕,"2530","5",애오개 방면,"8","4","2626",대흥 방면,"8","4","03:27"
389,공덕,"2530","5",마포 방면,"1","1","2626",대흥 방면,"8","4","03:27"
390,공덕,"2530","5",애오개 방면,"8","4","2628",효창공원앞 방면,"1","1","02:25"
391,공덕,"2530","5",애오개 방면,"8","4","1263",서강대 방면,"8","4","06:46"
392,공덕,"2530","5",마포 방면,"1","1","1261",효창공원앞 방면,"1","1","06:47"
393,공덕,"2530","5",마포 방면,"1","1","1263",서강대 방면,"8","4","06:46"
394,공덕,"2530","5",애오개 방면,"8","4","1261",효창공원앞 방면,"1","1","06:47"
395,공덕,"2530","5",마포 방면,"1","1","4203",홍대입구 방면,"6","1","08:34"
396,공덕,"2530","5",마포 방면,"1","1","4201",서울역 방면,"1","4","07:38"
397,공덕,"2530","5",애오개 방면,"8","4","4203",홍대입구 방면,"6","1","08:34"
398,공덕,"2530","5",애오개 방면,"8","4","4201",서울역 방면,"1","4","07:38"
399,충정로,"2532","5",서대문 방면,"5","3","0242",아현 방면,"9","1","07:14"
400,충정로,"2532","5",서대문 방면,"5","3","0201",시청 방면,"2","4","07:14"
401,충정로,"2532","5",애오개 방면,"4","1","0242",아현 방면,"9","1","07:14"
402,충정로,"2532","5",애오개 방면,"4","1","0201",시청 방면,"2","4","07:14"
403,종로3가,"2535","5",을지로4가 방면,"1","1","0154",종로5가 방면,"7","3","07:38"
404,종로3가,"2535","5",광화문 방면,"8","4","0152",종각 방면,"6","4","08:24"
405,종로3가,"2535","5",광화문 방면,"8","4","0154",종로5가 방면,"7","3","07:06"
406,종로3가,"2535","5",을지로4가 방면,"1","1","0152",종각 방면,"6","1","09:14"
407,종로3가,"2535","5",광화문 방면,"1","1","0320",을지로3가 방면,"2","2","03:43"
408,종로3가,"2535","5",을지로4가 방면,"1","1","0320",을지로3가 방면,"9","2","03:46"
409,종로3가,"2535","5",광화문 방면,"8","4","0318",안국 방면,"7","2","03:23"
410,종로3가,"2535","5",을지로4가 방면,"1","1","0318",안국 방면,"7","2","05:39"
411,을지로4가,"2536","5",동대문역사문화공원 방면,"1","1","0205",동대문역사문화공원 방면,"4","2","03:37"
412,을지로4가,"2536","5",종로3가 방면,"8","4","0203",을지로3가 방면,"4","3","04:18"
413,을지로4가,"2536","5",동대문역사문화공원 방면,"1","1","0203",을지로3가 방면,"4","3","04:18"
414,을지로4가,"2536","5",종로3가 방면,"8","4","0205",동대문역사문화공원 방면,"4","2","03:37"
415,동대문역사문화공원,"2537","5",을지로4가 방면,"8","4","0204",을지로4가 방면,"8","2","07:00"
416,동대문역사문화공원,"2537","5",청구 방면,"1","2","0206",신당 방면,"3","3","07:00"
417,동대문역사문화공원,"2537","5",청구 방면,"1","2","0204",을지로4가 방면,"8","2","07:00"
418,동대문역사문화공원,"2537","5",을지로4가 방면,"8","4","0206",신당 방면,"3","3","07:00"
419,동대문역사문화공원,"2537","5",을지로4가 방면,"8","4","0421",동대문 방면,"2","3","04:00"
420,동대문역사문화공원,"2537","5",을지로4가 방면,"8","4","0423",충무로 방면,"1","2","03:54"
421,동대문역사문화공원,"2537","5",청구 방면,"1","2","0423",충무로 방면,"9","2","03:50"
422,동대문역사문화공원,"2537","5",청구 방면,"1","1","0421",동대문 방면,"2","3","04:00"
423,청구,"2538","5",동대문역사문화공원 방면,"2","4","2634",약수 방면,"6","2","02:30"
424,청구,"2538","5",동대문역사문화공원 방면,"2","4","2636",신당 방면,"6","1","02:37"
425,청구,"2538","5",신금호 방면,"6","4","2636",신당 방면,"6","1","02:37"
426,청구,"2538","5",신금호 방면,"6","4","2634",약수 방면,"6","2","02:30"
427,왕십리,"2541","5",행당 방면,"4","2","0207",상왕십리 방면,"6","1","05:03"
428,왕십리,"2541","5",행당 방면,"4","2","0209",한양대 방면,"5","4","05:01"
429,왕십리,"2541","5",마장 방면,"5","2","0207",상왕십리 방면,"6","1","03:57"
430,왕십리,"2541","5",마장 방면,"5","2","0209",한양대 방면,"5","4","03:55"
431,왕십리,"2541","5",마장 방면,"5","2","1014",청량리 방면,"8","2","07:23"
432,왕십리,"2541","5",행당 방면,"4","2","1012",응봉 방면,"1","3","08:29"
433,왕십리,"2541","5",행당 방면,"4","2","1014",청량리 방면,"8","2","08:29"
434,왕십리,"2541","5",마장 방면,"5","2","1012",응봉 방면,"1","3","07:23"
435,왕십리,"2541","5",마장 방면,"5","2","1847",서울숲 방면,"1","3","07:18"
436,왕십리,"2541","5",행당 방면,"4","2","1847",서울숲 방면,"1","3","08:24"
437,왕십리,"2541","5",마장 방면,"5","3","1845",청량리 방면,"5","4","07:18"
438,왕십리,"2541","5",행당 방면,"4","2","1845",청량리 방면,"5","4","07:18"
439,군자,"2545","5",장한평 방면,"1","1","2728",어린이대공원 방면,"4","3","03:25"
440,군자,"2545","5",아차산 방면,"1","1","2726",중곡 방면,"4","4","02:34"
441,군자,"2545","5",아차산 방면,"8","4","2728",어린이대공원 방면,"4","3","03:25"
442,군자,"2545","5",장한평 방면,"8","4","2726",중곡 방면,"4","4","02:34"
443,천호,"2548","5",강동 방면,"8","2","2813",강동구청 방면,"2","2","00:39"
444,천호,"2548","5",강동 방면,"8","1","2811",암사 방면,"5","2","00:39"
445,천호,"2548","5",광나루 방면,"1","2","2813",강동구청 방면,"1","4","00:43"
446,천호,"2548","5",광나루 방면,"1","3","2811",암사 방면,"6","1","00:43"
447,올림픽공원,"2556","5",방이 방면,"4","4","4137",둔촌오륜 방면,"1","1","00:59"
448,올림픽공원,"2556","5",둔촌동 방면,"6","1","4135",한성백제 방면,"5","3","04:15"
449,올림픽공원,"2556","5",둔촌동 방면,"6","1","4137",둔촌오륜 방면,"4","2","03:52"
450,올림픽공원,"2556","5",방이 방면,"3","4","4135",한성백제 방면,"5","3","03:38"
451,오금,"2558","5",방이 방면,"8","1","0341",경찰병원 방면,"2","2","01:53"
452,오금,"2558","5",개롱 방면,"1","4","0341",경찰병원 방면,"2","2","02:10"
453,불광,"2613","6",독바위 방면,"2","2","0311",연신내 방면,"10","3","03:42"
454,불광,"2613","6",독바위 방면,"7","2","0313",녹번 방면,"1","2","03:48"
455,연신내,"2615","6",구산 방면,"6","2","0310",구파발 방면,"6","4","05:43"
456,연신내,"2615","6",구산 방면,"6","2","0312",불광 방면,"5","1","05:47"
457,디지털미디어시티,"2619","6",증산 방면,"2","2","1267",수색 방면,"1","1","03:20"
458,디지털미디어시티,"2619","6",월드컵경기장 방면,"7","2","1265",가좌 방면,"8","4","02:13"
459,디지털미디어시티,"2619","6",월드컵경기장 방면,"7","2","1267",수색 방면,"1","1","02:25"
460,디지털미디어시티,"2619","6",증산 방면,"2","2","1265",가좌 방면,"8","4","03:46"
461,디지털미디어시티,"2619","6",증산 방면,"8","4","4203",홍대입구 방면,"2","3","07:20"
462,디지털미디어시티,"2619","6",월드컵경기장 방면,"1","1","4206",마곡나루 방면,"2","4","06:44"
463,디지털미디어시티,"2619","6",월드컵경기장 방면,"1","1","4203",홍대입구 방면,"6","4","07:19"
464,디지털미디어시티,"2619","6",증산 방면,"8","4","4206",마곡나루 방면,"2","3","11:50"
465,합정,"2623","6",망원 방면,"5","3","0237",당산 방면,"9","3","02:31"
466,합정,"2623","6",상수 방면,"6","2","0239",홍대입구 방면,"2","2","03:23"
467,합정,"2623","6",망원 방면,"5","3","0239",홍대입구 방면,"2","2","02:29"
468,합정,"2623","6",상수 방면,"6","2","0237",당산 방면,"9","3","02:32"
469,공덕,"2627","6",효창공원앞 방면,"8","4","2531",애오개 방면,"1","1","02:25"
470,공덕,"2627","6",대흥 방면,"1","1","2529",마포 방면,"8","4","03:27"
471,공덕,"2627","6",대흥 방면,"1","1","2531",애오개 방면,"1","1","03:27"
472,공덕,"2627","6",효창공원앞 방면,"8","4","2529",마포 방면,"8","4","02:25"
473,공덕,"2627","6",대흥 방면,"1","1","1261",효창공원앞 방면,"1","1","05:39"
474,공덕,"2627","6",대흥 방면,"1","1","1263",서강대 방면,"8","4","07:03"
475,공덕,"2627","6",효창공원앞 방면,"8","4","1263",서강대 방면,"8","4","04:11"
476,공덕,"2627","6",효창공원앞 방면,"8","4","1261",효창공원앞 방면,"1","1","05:39"
477,공덕,"2627","6",대흥 방면,"1","1","4203",홍대입구 방면,"6","1","07:16"
478,공덕,"2627","6",효창공원앞 방면,"8","4","4203",홍대입구 방면,"6","1","05:04"
479,공덕,"2627","6",효창공원앞 방면,"8","4","4201",서울역 방면,"1","4","04:09"
480,공덕,"2627","6",대흥 방면,"1","1","4201",서울역 방면,"1","4","05:44"
481,효창공원앞,"2628","6",삼각지 방면,"3","1","100C",용산 방면,"5","3","03:31"
482,효창공원앞,"2628","6",공덕 방면,"6","4","1262",공덕 방면,"8","2","06:40"
483,효창공원앞,"2628","6",삼각지 방면,"3","1","1262",공덕 방면,"8","2","06:40"
484,효창공원앞,"2628","6",공덕 방면,"6","4","100C",용산 방면,"5","3","03:31"
485,삼각지,"2629","6",녹사평 방면,"3","1","0427",숙대입구 방면,"10","4","03:44"
486,삼각지,"2629","6",녹사평 방면,"6","4","0429",신용산 방면,"1","1","03:37"
487,삼각지,"2629","6",효창공원앞 방면,"3","1","0429",신용산 방면,"1","1","03:37"
488,삼각지,"2629","6",효창공원앞 방면,"6","4","0427",숙대입구 방면,"10","4","03:44"
489,약수,"2634","6",버티고개 방면,"8","4","0322",동대입구 방면,"4","3","04:18"
490,약수,"2634","6",청구 방면,"1","1","0322",동대입구 방면,"4","3","04:10"
491,약수,"2634","6",버티고개 방면,"8","4","0324",금호 방면,"7","1","04:18"
492,약수,"2634","6",청구 방면,"1","1","0324",금호 방면,"7","1","04:10"
493,청구,"2635","6",신당 방면,"6","2","2539",신금호 방면,"2","4","02:37"
494,청구,"2635","6",신당 방면,"6","2","2537",동대문역사문화공원 방면,"6","4","02:37"
495,청구,"2635","6",약수 방면,"6","1","2539",신금호 방면,"2","4","02:30"
496,청구,"2635","6",약수 방면,"6","1","2537",동대문역사문화공원 방면,"6","4","02:30"
497,신당,"2636","6",청구 방면,"1","1","0207",상왕십리 방면,"1","1","07:07"
498,신당,"2636","6",동묘앞 방면,"8","4","0207",상왕십리 방면,"1","1","07:07"
499,신당,"2636","6",동묘앞 방면,"8","4","0205",동대문역사문화공원 방면,"10","4","07:01"
500,신당,"2636","6",청구 방면,"1","1","0205",동대문역사문화공원 방면,"10","4","07:01"
501,동묘앞,"2637","6",창신 방면,"2","3","0156",신설동 방면,"2","4","03:36"
502,동묘앞,"2637","6",신당 방면,"7","3","0155",동대문 방면,"9","1","03:33"
503,동묘앞,"2637","6",신당 방면,"7","3","0156",신설동 방면,"2","4","03:36"
504,동묘앞,"2637","6",창신 방면,"2","3","0155",동대문 방면,"9","1","03:33"
505,보문,"2639","6",창신 방면,"5","4","4711",성신여대입구 방면,"1","1","03:28"
506,보문,"2639","6",안암 방면,"5","4","4713",신설동 방면,"2","2","03:30"
507,보문,"2639","6",창신 방면,"5","4","4713",신설동 방면,"2","2","03:30"
508,보문,"2639","6",안암 방면,"5","4","4711",성신여대입구 방면,"1","1","03:28"
509,석계,"2645","6",돌곶이 방면,"4","3","1019",광운대 방면,"1","1","05:19"
510,석계,"2645","6",돌곶이 방면,"4","2","1017",신이문 방면,"10","4","05:25"
511,석계,"2645","6",태릉입구 방면,"5","2","1017",신이문 방면,"10","4","05:17"
512,석계,"2645","6",태릉입구 방면,"5","2","1019",광운대 방면,"1","1","05:18"
513,태릉입구,"2646","6",석계 방면,"8","4","2720",먹골 방면,"8","3","01:59"
514,태릉입구,"2646","6",화랑대 방면,"1","1","2718",공릉 방면,"1","1","02:19"
515,태릉입구,"2646","6",화랑대 방면,"1","1","2720",먹골 방면,"8","3","02:09"
516,태릉입구,"2646","6",석계 방면,"8","4","2718",공릉 방면,"1","1","01:58"
517,도봉산,"2712","7",장암 방면,"7","2","1902",도봉 방면,"7","2","05:54"
518,도봉산,"2712","7",수락산 방면,"4","1","1902",도봉 방면,"7","2","03:37"
519,도봉산,"2712","7",수락산 방면,"4","1","1904",망월사 방면,"4","3","03:43"
520,도봉산,"2712","7",장암 방면,"7","2","1904",망월사 방면,"4","3","05:53"
521,노원,"2715","7",중계 방면,"8","4","0412",창동 방면,"10","4","08:20"
522,노원,"2715","7",중계 방면,"8","4","0410",상계 방면,"1","1","09:19"
523,노원,"2715","7",마들 방면,"1","1","0412",창동 방면,"10","4","08:20"
524,노원,"2715","7",마들 방면,"1","1","0410",상계 방면,"1","1","09:01"
525,태릉입구,"2719","7",공릉 방면,"8","3","2647",화랑대 방면,"8","4","02:19"
526,태릉입구,"2719","7",먹골 방면,"1","1","2645",석계 방면,"1","1","01:59"
527,태릉입구,"2719","7",공릉 방면,"8","3","2645",석계 방면,"1","1","01:58"
528,태릉입구,"2719","7",먹골 방면,"1","1","2647",화랑대 방면,"8","4","02:09"
529,상봉,"2722","7",중화 방면,"3","4","1201",중랑 방면,"2","4","10:15"
530,상봉,"2722","7",중화 방면,"3","4","1203",망우 방면,"4","2","06:53"
531,상봉,"2722","7",면목 방면,"6","2","1203",망우 방면,"4","2","06:56"
532,상봉,"2722","7",면목 방면,"6","2","1201",중랑 방면,"2","4","10:01"
533,상봉,"2722","7",중화 방면,"3","4","1310",망우 방면,"4","2","07:00"
534,상봉,"2722","7",면목 방면,"6","2","1310",망우 방면,"4","2","07:06"
535,상봉,"2722","7",중화 방면,"3","4","1308",중랑 방면,"4","4","10:15"
536,상봉,"2722","7",면목 방면,"6","2","1308",중랑 방면,"4","4","10:01"
537,군자,"2727","7",중곡 방면,"4","3","2546",아차산 방면,"8","4","02:34"
538,군자,"2727","7",어린이대공원 방면,"4","4","2546",아차산 방면,"1","1","03:25"
539,군자,"2727","7",어린이대공원 방면,"4","4","2544",장한평 방면,"8","4","03:25"
540,군자,"2727","7",중곡 방면,"4","3","2544",장한평 방면,"1","1","02:34"
541,건대입구,"2729","7",어린이대공원 방면,"8","4","0213",구의 방면,"3","2","05:35"
542,건대입구,"2729","7",어린이대공원 방면,"8","4","0211",성수 방면,"7","3","05:25"
543,건대입구,"2729","7",자양 방면,"1","1","0213",구의 방면,"3","2","03:49"
544,건대입구,"2729","7",자양 방면,"1","1","0211",성수 방면,"8","3","03:44"
545,강남구청,"2732","7",학동 방면,"5","1","1850",선정릉 방면,"3","1","03:36"
546,강남구청,"2732","7",청담 방면,"5","1","1850",선정릉 방면,"3","1","03:40"
547,강남구청,"2732","7",청담 방면,"5","1","1848",압구정로데오 방면,"4","4","03:32"
548,강남구청,"2732","7",학동 방면,"5","1","1848",압구정로데오 방면,"4","4","03:34"
549,고속터미널,"2736","7",내방 방면,"7","1","0330",교대 방면,"7","2","04:17"
550,고속터미널,"2736","7",반포 방면,"2","3","0328",잠원 방면,"9","2","04:06"
551,고속터미널,"2736","7",반포 방면,"2","3","0330",교대 방면,"9","2","06:48"
552,고속터미널,"2736","7",내방 방면,"7","1","0328",잠원 방면,"2","3","04:19"
553,고속터미널,"2736","7",반포 방면,"2","3","4122",신반포 방면,"5","2","09:13"
554,고속터미널,"2736","7",내방 방면,"7","1","4124",사평 방면,"5","1","08:53"
555,고속터미널,"2736","7",내방 방면,"7","1","4122",신반포 방면,"1","2","09:04"
556,고속터미널,"2736","7",반포 방면,"2","3","4124",사평 방면,"5","1","09:17"
557,이수,"2738","7",내방 방면,"2","2","0431",동작 방면,"1","1","05:17"
558,이수,"2738","7",남성 방면,"8","4","0431",동작 방면,"1","1","03:44"
559,이수,"2738","7",남성 방면,"8","4","0433",사당 방면,"10","3","03:48"
560,이수,"2738","7",내방 방면,"2","2","0433",사당 방면,"10","3","05:24"
561,보라매,"2744","7",신풍 방면,"8","4","4405",보라매공원 방면,"3","1","03:00"
562,보라매,"2744","7",신대방삼거리 방면,"1","1","4405",보라매공원 방면,"3","1","03:00"
563,보라매,"2744","7",신대방삼거리 방면,"1","1","4403",서울지방병무청 방면,"1","2","03:00"
564,보라매,"2744","7",신풍 방면,"8","4","4403",서울지방병무청 방면,"1","2","03:00"
565,대림,"2746","7",신풍 방면,"8","4","0232",구로디지털단지 방면,"7","4","05:55"
566,대림,"2746","7",남구로 방면,"1","1","0234",신도림 방면,"4","2","05:21"
567,대림,"2746","7",남구로 방면,"1","1","0232",구로디지털단지 방면,"7","4","05:18"
568,대림,"2746","7",신풍 방면,"8","4","0234",신도림 방면,"4","2","05:57"
569,가산디지털단지,"2748","7",남구로 방면,"4","3","1701",구로 방면,"1","2","04:13"
570,가산디지털단지,"2748","7",남구로 방면,"4","3","1714",독산 방면,"10","3","05:23"
571,가산디지털단지,"2748","7",철산 방면,"5","1","1714",독산 방면,"10","3","04:02"
572,가산디지털단지,"2748","7",철산 방면,"5","1","1701",구로 방면,"1","2","03:44"
573,온수,"2752","7",천왕 방면,"8","4","1803",역곡 방면,"10","4","03:45"
574,온수,"2752","7",까치울 방면,"1","1","1802",오류동 방면,"1","1","03:32"
575,온수,"2752","7",까치울 방면,"1","1","1803",역곡 방면,"10","4","03:49"
576,온수,"2752","7",천왕 방면,"8","4","1802",오류동 방면,"1","1","03:29"
577,부천종합운동장,"3754","7",까치울 방면,"4","1","4804",소사 방면,All,All,"03:33"
578,부천종합운동장,"3754","7",까치울 방면,"4","1","1981",원종 방면,All,All,"03:33"
579,부천종합운동장,"3754","7",춘의 방면,"5","4","4804",소사 방면,All,All,"03:33"
580,부천종합운동장,"3754","7",춘의 방면,"5","4","1981",원종 방면,All,All,"03:33"
581,구리,"2808","8",동구릉 방면,"6","1","1204",양원 방면,"6","1","00:43"
582,구리,"2808","8",동구릉 방면,"6","1","1206",도농 방면,"1","1","00:43"
583,구리,"2808","8",장자호수공원 방면,"6","1","1204",양원 방면,"6","1","00:43"
584,구리,"2808","8",장자호수공원 방면,"6","1","1206",도농 방면,"6","1","00:43"
585,천호,"2812","8",강동구청 방면,"5","2","2549",강동 방면,"1","2","00:39"
586,천호,"2812","8",암사 방면,"2","2","2549",강동 방면,"1","3","00:39"
587,천호,"2812","8",강동구청 방면,"6","1","2547",광나루 방면,"8","2","00:43"
588,천호,"2812","8",암사 방면,"1","4","2547",광나루 방면,"8","1","00:43"
589,잠실,"2815","8",몽촌토성 방면,"6","4","0217",잠실새내 방면,"1","1","04:01"
590,잠실,"2815","8",석촌 방면,"1","1","0215",잠실나루 방면,"10","3","04:11"
591,잠실,"2815","8",몽촌토성 방면,"6","4","0215",잠실나루 방면,"10","3","04:01"
592,잠실,"2815","8",석촌 방면,"1","1","0217",잠실새내 방면,"1","1","03:58"
593,석촌,"2816","8",송파 방면,"1","1","4132",석촌고분 방면,"4","2","02:10"
594,석촌,"2816","8",송파 방면,"1","1","4134",송파나루 방면,"3","3","02:16"
595,석촌,"2816","8",잠실 방면,"6","4","4132",석촌고분 방면,"1","1","02:20"
596,석촌,"2816","8",잠실 방면,"6","4","4134",송파나루 방면,"6","4","02:16"
597,가락시장,"2818","8",문정 방면,"1","1","0339",수서 방면,"1","4","01:52"
598,가락시장,"2818","8",송파 방면,"6","4","0339",수서 방면,"1","4","02:02"
599,가락시장,"2818","8",송파 방면,"6","4","0341",경찰병원 방면,"10","1","02:02"
600,가락시장,"2818","8",문정 방면,"1","1","0341",경찰병원 방면,"10","1","01:52"
601,복정,"2821","8",장지 방면,"4","2","1030",수서 방면,"3","2","00:30"
602,복정,"2821","8",장지 방면,"4","2","1851",가천대 방면,"6","3","00:40"
603,복정,"2821","8",산성 방면,"3","2","1851",가천대 방면,"6","3","00:40"
604,복정,"2821","8",산성 방면,"3","2","1030",수서 방면,"3","2","00:30"
605,김포공항,"4102","9",개화 방면,"2","4","2512",개화산 방면,"1","4","05:28"
606,김포공항,"4102","9",공항시장 방면,"5","1","2512",개화산 방면,"1","4","03:33"
607,김포공항,"4102","9",공항시장 방면,"6","4","2514",송정 방면,"7","3","03:56"
608,김포공항,"4102","9",개화 방면,"2","4","2514",송정 방면,"7","3","05:35"
609,김포공항,"4102","9",개화 방면,"2","4","4206",마곡나루 방면,All,All,"00:49"
610,김포공항,"4102","9",공항시장 방면,All,All,"4206",마곡나루 방면,"4","1","00:05"
611,김포공항,"4102","9",개화 방면,All,All,"4208",계양 방면,"5","2","00:05"
612,김포공항,"4102","9",공항시장 방면,"6","2","4208",계양 방면,All,All,"00:51"
613,김포공항,"4102","9",개화 방면,"6","1","4928",고촌 방면,"2","2","07:31"
614,김포공항,"4102","9",공항시장 방면,"5","1","4928",고촌 방면,"2","2","05:35"
615,김포공항,"4102","9",개화 방면,"2","4","104C",능곡 방면,"4","2","05:35"
616,김포공항,"4102","9",공항시장 방면,"2","4","104C",능곡 방면,"4","2","05:35"
617,김포공항,"4102","9",공항시장 방면,"2","4","1981",원종 방면,"3","3","05:35"
